Время инцидента;MAC Атакующий;MAC Жертвы;IP Атакующий;IP Жертвы;Вид атаки;CVE уязвимость;Цель(программа)
20:43:22-21:02:20;08:00:27:fa:d3:d2;08:00:27:b1:9d:67;192.168.0.100;192.168.0.1;Скрытое сканирование;-;Целью является веб-сервер Apache 2.2.8 (Ubuntu). Программой достижения цели является bwapp
